uID,variable,factor,.id,source,haus1.1,haus1.1t_1,haus2.1,haus2.1t_1,Source.Global,Source.Primary,Source.Secondary,Country,Location,Language,Weird,Execution,SubjectPool,Setting,Tablet,Pencil,StudyOrderN,IDiffOrderN,study.order,analysis.type,subset,case.include
846,No,GreaterGood,ML2_Slate1_Chinese_Inlab_execution_illegal_DEPLOY__Hong_Kong_r.csv,hkust,,,2,22.243,hkust,hkust,hkust,"Hong Kong, China","Division of Social Science, The Hong Kong University of Science and Technology, Hong Kong, China",Chinese (traditional),0,illegal,Yes,In a classroom,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Inbar|Rottenstrich|Miyamoto|Graham|Huang|Alter|Ross.Slate1|VanLange|Kay|Bauer|Hauser|Critcher|Anderson,ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Mood,11,Order,all,TRUE
853,No,GreaterGood,ML2_Slate1_Chinese_Inlab_execution_illegal_DEPLOY__Hong_Kong_r.csv,hkusttab,,,2,26.322,hkust,hkust,hkusttab,"Hong Kong, China","Division of Social Science, The Hong Kong University of Science and Technology, Hong Kong, China",Chinese (traditional),0,illegal,No,Other (please indicate),Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Critcher|Huang|Inbar|Miyamoto|Alter|Kay|Graham|Anderson|Bauer|Rottenstrich|Hauser|Ross.Slate1|VanLange,ID: Mood|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing|ID: Cognitive reflection|ID: Global self-esteem SISE,11,Order,all,TRUE
886,No,GreaterGood,ML2_Slate1_Chinese_Mainland_execution_legal_DEPLOY_r__Revised_by_Huajian.csv,castab,,,2,33.864,cas,cas,castab,China,"Chinese Academy of Science, Beijing, China",Chinese (simplified),0,legal,No,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Miyamoto|Inbar|Bauer|Ross.Slate1|Huang|Anderson|Critcher|Graham|VanLange|Rottenstrich|Hauser|Alter|Kay,ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Mood|ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.),11,Order,all,TRUE
912,No,GreaterGood,ML2_Slate1_Chinese_Mainland_execution_legal_DEPLOY_r__Revised_by_Huajian.csv,cas,,,2,4.172,cas,cas,cas,China,"Chinese Academy of Science, Beijing, China",Chinese (simplified),0,legal,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate1|Anderson|Graham|Critcher|Miyamoto|Rottenstrich|Alter|Inbar|Huang|VanLange|Hauser|Kay|Bauer,ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Cognitive reflection|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five,11,Order,all,TRUE
969,No,GreaterGood,ML2_Slate1_Chinese_Mainland_execution_legal_DEPLOY_r__Revised_by_Huajian.csv,cas,,,2,12.645,cas,cas,cas,China,"Chinese Academy of Science, Beijing, China",Chinese (simplified),0,legal,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Miyamoto|Ross.Slate1|Alter|Kay|Huang|Anderson|Inbar|Graham|Bauer|VanLange|Hauser|Rottenstrich|Critcher,ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection|ID: Mood|ID: Subjective wellbeing,11,Order,all,TRUE
982,Yes,GreaterGood,ML2_Slate1_Chinese_Mainland_execution_legal_DEPLOY_r__Revised_by_Huajian.csv,castab,,,1,41.224,cas,cas,castab,China,"Chinese Academy of Science, Beijing, China",Chinese (simplified),0,legal,No,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Huang|Critcher|VanLange|Rottenstrich|Bauer|Alter|Graham|Ross.Slate1|Inbar|Miyamoto|Hauser|Anderson|Kay,ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.),11,Order,all,TRUE
1055,No,GreaterGood,ML2_Slate1_Chinese_Mainland_execution_legal_DEPLOY_r.csv,zhejiang,,,2,5.999,zhejiang,zhejiang,zhejiang,China,"Shanghai International Studies University, SISU Intercultural Institute, Shanghai, China",Chinese (simplified),0,legal,Yes,Other (please indicate),Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Inbar|Anderson|Ross.Slate1|VanLange|Kay|Graham|Alter|Critcher|Miyamoto|Bauer|Hauser|Huang|Rottenstrich,ID: Mood|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.),11,Order,all,TRUE
1072,No,GreaterGood,ML2_Slate1_Chinese_Mainland_execution_legal_DEPLOY_r.csv,zhejiang,,,2,4.123,zhejiang,zhejiang,zhejiang,China,"Shanghai International Studies University, SISU Intercultural Institute, Shanghai, China",Chinese (simplified),0,legal,Yes,Other (please indicate),Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Alter|Anderson|Miyamoto|Kay|Inbar|Huang|Graham|Critcher|Ross.Slate1|VanLange|Hauser|Bauer|Rottenstrich,ID: TIPI for Big-Five|ID: Mood|ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE|ID: Subjective wellbeing,11,Order,all,TRUE
1103,No,GreaterGood,ML2_Slate1_Chinese_Mainland_execution_legal_DEPLOY_r.csv,hunancomp,,,2,16.24,hunancomp,hunancomp,hunancomp,China,"Guangdong Literature & Art Vocational College, Guangzhou, China",Chinese (simplified),0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Rottenstrich|Bauer|Ross.Slate1|Miyamoto|VanLange|Kay|Graham|Huang|Critcher|Inbar|Hauser|Anderson|Alter,ID: Subjective wellbeing|ID: Mood|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.),11,Order,all,TRUE
1171,No,GreaterGood,ML2_Slate1_Chinese_Mainland_execution_legal_DEPLOY_r.csv,hunancomp,,,2,77.906,hunancomp,hunancomp,hunancomp,China,"Guangdong Literature & Art Vocational College, Guangzhou, China",Chinese (simplified),0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",VanLange|Rottenstrich|Alter|Graham|Bauer|Inbar|Huang|Ross.Slate1|Kay|Critcher|Hauser|Miyamoto|Anderson,ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Mood|ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.),11,Order,all,TRUE
1203,No,GreaterGood,ML2_Slate1_Chinese_Mainland_execution_legal_DEPLOY_r.csv,hunancomp,,,2,15.588,hunancomp,hunancomp,hunancomp,China,"Guangdong Literature & Art Vocational College, Guangzhou, China",Chinese (simplified),0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Rottenstrich|Huang|Ross.Slate1|Critcher|Miyamoto|Graham|VanLange|Bauer|Anderson|Inbar|Hauser|Alter|Kay,ID: Global self-esteem SISE|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Cognitive reflection,11,Order,all,TRUE
1217,No,GreaterGood,ML2_Slate1_Chinese_Mainland_execution_legal_DEPLOY_r.csv,hunancomp,,,2,58.532,hunancomp,hunancomp,hunancomp,China,"Guangdong Literature & Art Vocational College, Guangzhou, China",Chinese (simplified),0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Alter|Ross.Slate1|Miyamoto|Kay|VanLange|Huang|Critcher|Inbar|Graham|Anderson|Hauser|Rottenstrich|Bauer,ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing|ID: Mood|ID: Cognitive reflection,11,Order,all,TRUE
1235,No,GreaterGood,ML2_Slate1_Chinese_Mainland_execution_legal_DEPLOY_r.csv,hunancomp,,,2,22.766,hunancomp,hunancomp,hunancomp,China,"Guangdong Literature & Art Vocational College, Guangzhou, China",Chinese (simplified),0,legal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",VanLange|Miyamoto|Anderson|Ross.Slate1|Alter|Huang|Kay|Critcher|Rottenstrich|Bauer|Hauser|Graham|Inbar,ID: Cognitive reflection|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Subjective wellbeing,11,Order,all,TRUE
1266,No,GreaterGood,ML2_Slate1_Chinese_Mainland_execution_legal_DEPLOY_r.csv,henan,,,2,6.132,henan,henan,henan,China,"Shanghai International Studies University, SISU Intercultural Institute, Shanghai, China",Chinese (simplified),0,legal,Yes,Online (at home),Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Critcher|Bauer|Graham|VanLange|Miyamoto|Ross.Slate1|Rottenstrich|Anderson|Kay|Inbar|Hauser|Huang|Alter,ID: Mood|ID: Subjective wellbeing|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five,11,Order,all,TRUE
1324,No,GreaterGood,ML2_Slate1_Czech_execution_illegal_r.csv,purkyne,,,2,33.699,purkyne,purkyne,purkyne,Czech Republic,"The University of J. E. Purkyně, Ústí nad Labem, Czech Republic",Czech,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Huang|Kay|Graham|Anderson|VanLange|Alter|Critcher|Rottenstrich|Bauer|Miyamoto|Hauser|Inbar|Ross.Slate1,ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five|ID: Mood,11,Order,all,TRUE
1447,No,GreaterGood,ML2_Slate1_Dutch_execution_illegal_DEPLOY__belgium_r.csv,leuven,,,2,23.409,leuven,leuven,leuven,Belgium,"University of Leuven, Belgium",Dutch,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Graham|Inbar|Rottenstrich|Huang|Critcher|Bauer|Alter|VanLange|Kay|Ross.Slate1|Hauser|Miyamoto|Anderson,ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five|ID: Mood,11,Order,all,TRUE
1582,No,GreaterGood,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_r.csv,vuamsterdam,,,2,23.467,vuamsterdam,vuamsterdam,vuamsterdam,The Netherlands,"Department of Experimental and Applied Psychology, VU Amsterdam, 1081BT, Amsterdam, The Netherlands",Dutch,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate1|Bauer|Kay|Alter|Critcher|Anderson|Huang|Miyamoto|VanLange|Rottenstrich|Hauser|Inbar|Graham,ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Mood,11,Order,all,TRUE
1658,No,GreaterGood,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_r.csv,tilburg,,,2,43.312,tilburg,tilburg,tilburg,The Netherlands,"Department of Social Psychology, Tilburg University, P.O. Box 90153, Tilburg, 5000 LE, Netherlands",Dutch,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Inbar|Anderson|Huang|Rottenstrich|Miyamoto|Alter|Kay|VanLange|Graham|Bauer|Hauser|Ross.Slate1|Critcher,ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE|ID: Mood|ID: Cognitive reflection,11,Order,all,TRUE
1700,No,GreaterGood,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_r.csv,eindhoven,,,2,214.988,eindhoven,eindhoven,eindhoven,The Netherlands,"Eindhoven University of Technology, Eindhoven, Netherlands",Dutch,1,illegal,No,Other (please indicate),Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Graham|Ross.Slate1|Alter|Anderson|Bauer|VanLange|Critcher|Kay|Inbar|Rottenstrich|Hauser|Huang|Miyamoto,ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Global self-esteem SISE,11,Order,all,TRUE
1763,No,GreaterGood,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_r.csv,eindhoven,,,2,49.91,eindhoven,eindhoven,eindhoven,The Netherlands,"Eindhoven University of Technology, Eindhoven, Netherlands",Dutch,1,illegal,No,Other (please indicate),Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Rottenstrich|Huang|Miyamoto|Alter|Bauer|Inbar|Anderson|VanLange|Ross.Slate1|Critcher|Hauser|Graham|Kay,ID: Mood|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Disgust scale (slate 1 only -- for Inbar et al.),11,Order,all,TRUE
1788,No,GreaterGood,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_r.csv,tilburg,,,2,27.672,tilburg,tilburg,tilburg,The Netherlands,"Department of Social Psychology, Tilburg University, P.O. Box 90153, Tilburg, 5000 LE, Netherlands",Dutch,1,illegal,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Inbar|Alter|Ross.Slate1|Huang|Anderson|Bauer|VanLange|Kay|Critcher|Miyamoto|Hauser|Rottenstrich|Graham,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Mood|ID: Cognitive reflection,11,Order,all,TRUE
1844,No,GreaterGood,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_r.csv,tilburgcaf,,,2,43.907,tilburgcaf,tilburgcaf,tilburgcaf,The Netherlands,"Department of Social Psychology, Tilburg University, P.O. Box 90153, Tilburg, 5000 LE, Netherlands",Dutch,1,illegal,No,Other (please indicate),Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Miyamoto|Graham|Bauer|Kay|Ross.Slate1|Critcher|Anderson|Alter|Inbar|Huang|Hauser|Rottenstrich|VanLange,ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Mood|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection,11,Order,all,TRUE
1870,Yes,GreaterGood,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_r.csv,tilburgcaf,,,1,24.707,tilburgcaf,tilburgcaf,tilburgcaf,The Netherlands,"Department of Social Psychology, Tilburg University, P.O. Box 90153, Tilburg, 5000 LE, Netherlands",Dutch,1,illegal,No,Other (please indicate),Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Huang|Alter|Miyamoto|Rottenstrich|Graham|Inbar|Bauer|Ross.Slate1|VanLange|Critcher|Hauser|Kay|Anderson,ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing|ID: Mood|ID: Cognitive reflection,11,Order,all,TRUE
1872,No,GreaterGood,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_r.csv,eindhoventab,,,2,31.319,eindhoven,eindhoven,eindhoven,The Netherlands,"Eindhoven University of Technology, Eindhoven, Netherlands",Dutch,1,illegal,No,Other (please indicate),Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Bauer|VanLange|Ross.Slate1|Alter|Miyamoto|Graham|Inbar|Kay|Huang|Critcher|Hauser|Rottenstrich|Anderson,ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing|ID: Mood|ID: Cognitive reflection|ID: Global self-esteem SISE,11,Order,all,TRUE
1885,No,GreaterGood,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_r.csv,eindhoven,,,2,66.769,eindhoven,eindhoven,eindhoventab,The Netherlands,"Eindhoven University of Technology, Eindhoven, Netherlands",Dutch,1,illegal,No,In a classroom,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Bauer|Ross.Slate1|Rottenstrich|VanLange|Miyamoto|Alter|Kay|Graham|Anderson|Critcher|Hauser|Huang|Inbar,ID: Cognitive reflection|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: TIPI for Big-Five,11,Order,all,TRUE
1886,No,GreaterGood,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_r.csv,tilburgcaf,,,2,31.952,tilburgcaf,tilburgcaf,tilburgcaf,The Netherlands,"Department of Social Psychology, Tilburg University, P.O. Box 90153, Tilburg, 5000 LE, Netherlands",Dutch,1,illegal,No,Other (please indicate),Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Graham|Huang|Miyamoto|Rottenstrich|Inbar|Anderson|Bauer|Critcher|VanLange|Ross.Slate1|Hauser|Alter|Kay,ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE|ID: Mood|ID: TIPI for Big-Five|ID: Subjective wellbeing,11,Order,all,TRUE
1904,No,GreaterGood,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_r.csv,tilburgcaf,,,2,9.282,tilburgcaf,tilburgcaf,tilburgcaf,The Netherlands,"Department of Social Psychology, Tilburg University, P.O. Box 90153, Tilburg, 5000 LE, Netherlands",Dutch,1,illegal,No,Other (please indicate),Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Huang|Graham|Bauer|Anderson|VanLange|Ross.Slate1|Alter|Critcher|Inbar|Rottenstrich|Hauser|Miyamoto|Kay,ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing|ID: Cognitive reflection|ID: Mood|ID: TIPI for Big-Five,11,Order,all,TRUE
1943,No,GreaterGood,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_tilburgcomm_r.csv,tilburgcomm,,,2,31.844,tilburgcomm,tilburgcomm,tilburgcomm,The Netherlands,"Department of Communication and Information Sciences, P.O. Box 90153, Tilburg, 5000 LE, Netherlands",Dutch,1,illegal,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Bauer|VanLange|Graham|Rottenstrich|Huang|Ross.Slate1|Kay|Anderson|Inbar|Miyamoto|Hauser|Critcher|Alter,ID: Subjective wellbeing|ID: Mood|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE,11,Order,all,TRUE
1945,No,GreaterGood,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_tilburgcomm_r.csv,tilburgcomm,,,2,51.287,tilburgcomm,tilburgcomm,tilburgcomm,The Netherlands,"Department of Communication and Information Sciences, P.O. Box 90153, Tilburg, 5000 LE, Netherlands",Dutch,1,illegal,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Kay|Rottenstrich|Critcher|Miyamoto|Graham|Anderson|VanLange|Alter|Inbar|Bauer|Hauser|Ross.Slate1|Huang,ID: Subjective wellbeing|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood|ID: TIPI for Big-Five,11,Order,all,TRUE
1999,No,GreaterGood,ML2_Slate1_Dutch_execution_illegal_DEPLOY__netherlands_tilburgcomm_r.csv,tilburgcomm,,,2,28.171,tilburgcomm,tilburgcomm,tilburgcomm,The Netherlands,"Department of Communication and Information Sciences, P.O. Box 90153, Tilburg, 5000 LE, Netherlands",Dutch,1,illegal,Yes,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Kay|Graham|Anderson|Miyamoto|Bauer|VanLange|Critcher|Inbar|Huang|Rottenstrich|Hauser|Ross.Slate1|Alter,ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Mood,11,Order,all,TRUE
2065,No,GreaterGood,ML2_Slate1_EngSpain_Inlab_execution_illegal__navarra_r.csv,navarra,,,2,23.786,navarra,navarra,navarra,Spain,"University of Navarra, Spain",English,1,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Graham|Miyamoto|VanLange|Critcher|Rottenstrich|Inbar|Alter|Bauer|Kay|Anderson|Hauser|Huang|Ross.Slate1,ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five|ID: Mood|ID: Global self-esteem SISE|ID: Subjective wellbeing,11,Order,all,TRUE
2081,No,GreaterGood,ML2_Slate1_French_Inlab_execution_illegal__swiss_r.csv,lausanne,,,2,49.345,lausanne,lausanne,lausanne,Switzerland,"University of Lausanne, Switzerland",French,1,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate1|Bauer|Rottenstrich|Critcher|Miyamoto|Huang|Anderson|Inbar|Kay|VanLange|Hauser|Alter|Graham,ID: Subjective wellbeing|ID: Cognitive reflection|ID: Mood|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE,11,Order,all,TRUE
2096,No,GreaterGood,ML2_Slate1_French_Inlab_execution_illegal__swiss_r.csv,lausanne,,,2,46.049,lausanne,lausanne,lausanne,Switzerland,"University of Lausanne, Switzerland",French,1,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Alter|Critcher|Rottenstrich|VanLange|Anderson|Graham|Miyamoto|Inbar|Bauer|Ross.Slate1|Hauser|Huang|Kay,ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection,11,Order,all,TRUE
2100,No,GreaterGood,ML2_Slate1_French_Inlab_execution_illegal__swiss_r.csv,lausanne,,,2,52.571,lausanne,lausanne,lausanne,Switzerland,"University of Lausanne, Switzerland",French,1,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Graham|Miyamoto|Huang|Bauer|Inbar|Critcher|Rottenstrich|Ross.Slate1|Kay|Anderson|Hauser|VanLange|Alter,ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood|ID: Subjective wellbeing|ID: Cognitive reflection,11,Order,all,TRUE
2107,Yes,GreaterGood,ML2_Slate1_French_Inlab_execution_illegal__swiss_r.csv,lausanne,,,1,44.512,lausanne,lausanne,lausanne,Switzerland,"University of Lausanne, Switzerland",French,1,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Rottenstrich|Miyamoto|Inbar|Huang|Graham|Bauer|Ross.Slate1|Alter|Critcher|VanLange|Hauser|Kay|Anderson,ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Mood|ID: Cognitive reflection,11,Order,all,TRUE
2157,No,GreaterGood,ML2_Slate1_French_Inlab_execution_illegal__swiss_r.csv,lausanne,,,2,47.38,lausanne,lausanne,lausanne,Switzerland,"University of Lausanne, Switzerland",French,1,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Kay|Huang|VanLange|Ross.Slate1|Rottenstrich|Anderson|Miyamoto|Bauer|Critcher|Graham|Hauser|Alter|Inbar,ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Global self-esteem SISE|ID: Subjective wellbeing,11,Order,all,TRUE
2170,No,GreaterGood,ML2_Slate1_French_Inlab_execution_illegal__swiss_r.csv,lausanne,,,2,41.253,lausanne,lausanne,lausanne,Switzerland,"University of Lausanne, Switzerland",French,1,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate1|Graham|Rottenstrich|VanLange|Bauer|Alter|Kay|Inbar|Miyamoto|Huang|Hauser|Anderson|Critcher,ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Cognitive reflection,11,Order,all,TRUE
2181,No,GreaterGood,ML2_Slate1_French_Inlab_execution_illegal__swiss_r.csv,lausanne,,,2,31.983,lausanne,lausanne,lausanne,Switzerland,"University of Lausanne, Switzerland",French,1,illegal,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Alter|Anderson|Rottenstrich|Graham|Huang|Ross.Slate1|Miyamoto|Bauer|VanLange|Inbar|Hauser|Critcher|Kay,ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Mood|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: Subjective wellbeing|ID: TIPI for Big-Five,11,Order,all,TRUE
2202,Yes,GreaterGood,ML2_Slate1_French_Inlab_execution_illegal_pencilpaper_r.csv,poitiers,,,1,33.027,poitiers,poitiers,poitiers,France,"Université de Poitiers, France",French,1,illegal,No,In a lab,Computers,"Yes, participants completed the Critcher task on pencil and paper",Inbar|Kay|Huang|Ross.Slate1|Anderson|Critcher|Alter|VanLange|Miyamoto|Rottenstrich|Hauser|Bauer|Graham,ID: Mood|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Disgust scale (slate 1 only -- for Inbar et al.)|ID: TIPI for Big-Five|ID: Subjective wellbeing,11,Order,all,TRUE
2342,No,GreaterGood,ML2_Slate1_Hungarian_Inlab_execution_illegal_DEPLOY_r.csv,eltetab,,,2,25.387,elte,elte,eltetab,Hungary,"Eotvos Lorand University, in Budapest, Hungary",Hungarian,1,illegal,Yes,In a lab,Tablets,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate1|Rottenstrich|Kay|Bauer|Alter|Inbar|Anderson|Graham|VanLange|Huang|Hauser|Critcher|Miyamoto,ID: Mood|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Disgust scale (slate 1 only -- for Inbar et al.),11,Order,all,TRUE
